Ticker,Date,Open,Close,High,Low,Volume
V,2020-01-02,189.00,191.12,191.14,188.72,8734203
V,2019-12-31,187.06,187.90,188.00,186.54,5273036
V,2019-12-30,189.31,187.83,189.48,187.12,4833587
V,2019-12-27,189.74,189.39,189.89,188.47,5448825
V,2019-12-26,187.89,189.16,189.18,187.70,5237302
V,2019-12-24,187.10,187.57,188.02,186.91,2420922
V,2019-12-23,188.15,187.08,188.41,187.00,5832058
V,2019-12-20,187.60,188.00,188.17,186.30,11259672
V,2019-12-19,184.50,186.54,186.58,184.50,5854574
V,2019-12-18,185.52,184.90,186.44,184.90,8968661
V,2019-12-17,186.50,185.52,186.78,184.10,10209378
V,2019-12-16,186.33,186.24,186.82,185.77,8250829
V,2019-12-13,182.50,185.14,185.52,182.04,8558821
V,2019-12-12,181.66,182.64,183.33,180.83,11194986
V,2019-12-11,183.07,182.01,183.08,181.19,7140159
V,2019-12-10,182.55,182.26,183.15,181.90,8626036
V,2019-12-09,181.90,182.92,183.26,181.30,10263507
V,2019-12-06,182.74,182.17,183.28,181.34,14527694
V,2019-12-05,181.25,181.89,182.03,180.07,4639619
V,2019-12-04,182.66,180.60,182.80,180.47,10652335
V,2019-12-03,179.90,181.90,182.14,179.66,4565433
V,2019-12-02,184.24,181.79,184.37,179.87,6890539
V,2019-11-29,183.93,184.51,184.85,183.36,3139087
V,2019-11-27,183.00,184.37,184.54,182.26,11453288
V,2019-11-26,181.46,182.55,182.92,181.21,7080264
V,2019-11-25,180.40,180.97,181.35,180.11,5458117
V,2019-11-22,180.13,179.47,180.47,178.35,6865618
V,2019-11-21,181.17,179.89,181.81,179.32,5112247
V,2019-11-20,182.31,181.66,183.22,180.35,6040751
V,2019-11-19,180.39,182.77,182.98,180.20,8551440
V,2019-11-18,179.57,179.66,180.32,178.98,7175036
V,2019-11-15,180.03,179.77,180.68,179.08,7809545
V,2019-11-14,179.00,179.75,179.77,178.06,9812608
V,2019-11-13,179.40,179.41,180.88,177.90,6159587
V,2019-11-12,179.94,179.74,181.06,178.88,6119315
V,2019-11-11,178.50,179.54,180.36,178.20,3617682
V,2019-11-08,178.38,178.97,179.45,177.80,3894840
V,2019-11-07,177.35,178.43,180.65,176.85,7227171
V,2019-11-06,176.37,176.77,178.19,176.14,6992475
V,2019-11-05,179.07,176.37,179.56,175.18,7447455
V,2019-11-04,182.08,178.95,182.40,178.81,7154752
V,2019-11-01,180.13,180.93,181.32,179.56,7000179
V,2019-10-31,179.25,178.86,179.70,178.01,6830810
V,2019-10-30,177.79,179.25,179.42,176.39,5374780
V,2019-10-29,179.80,177.63,180.00,177.37,7572843
V,2019-10-28,178.93,179.84,180.18,178.35,10086503
V,2019-10-25,174.93,177.85,179.15,173.50,10130120
V,2019-10-24,173.42,176.16,176.87,173.40,8126875
V,2019-10-23,170.99,171.32,172.17,170.18,7165408
V,2019-10-22,177.00,170.86,177.79,170.78,10184699
V,2019-10-21,176.00,176.43,176.73,174.61,4927422
V,2019-10-18,177.90,175.71,178.20,174.55,6312056
V,2019-10-17,178.89,177.94,179.19,177.50,4910081
V,2019-10-16,177.92,177.87,178.26,176.27,6521596
V,2019-10-15,178.13,178.75,179.43,177.55,4445673
V,2019-10-14,177.38,177.36,178.41,177.11,7263803
V,2019-10-11,176.87,177.06,179.20,176.85,8950605
V,2019-10-10,173.89,174.88,175.90,173.59,4850389
V,2019-10-09,174.11,174.88,175.99,173.64,6343617
V,2019-10-08,173.57,172.42,174.64,171.88,5496853
V,2019-10-07,174.66,174.90,175.69,173.80,5295449
V,2019-10-04,174.68,175.98,176.52,174.44,6124333
V,2019-10-03,169.91,172.87,173.14,168.63,7346733
V,2019-10-02,172.64,169.83,172.94,168.59,10721761
V,2019-10-01,173.02,174.29,174.82,172.82,8224567
V,2019-09-30,174.17,172.01,175.45,172.01,16609023
V,2019-09-27,176.70,174.00,176.83,172.36,9307300
V,2019-09-26,175.65,175.65,176.45,174.61,10428122
V,2019-09-25,173.80,175.28,175.67,172.39,7828568
V,2019-09-24,176.11,174.48,177.20,173.40,10428262
V,2019-09-23,172.90,174.91,175.25,172.79,8837886
V,2019-09-20,177.40,174.06,177.63,173.95,12935736
V,2019-09-19,176.20,175.96,177.41,175.61,7029109
V,2019-09-18,177.09,175.29,177.18,172.83,9758746
V,2019-09-17,176.83,176.45,178.26,175.04,5940308
V,2019-09-16,176.17,176.11,177.20,175.51,4253607
V,2019-09-13,178.65,177.27,178.77,176.02,6103245
V,2019-09-12,176.85,177.98,179.41,176.68,7748794
V,2019-09-11,177.40,174.98,177.93,174.45,9113604
V,2019-09-10,179.41,176.35,179.70,173.81,15255201
V,2019-09-09,186.92,181.55,187.05,179.51,7290516
V,2019-09-06,184.74,185.74,186.71,184.55,7990936
V,2019-09-05,183.73,184.73,185.68,183.38,6387278
V,2019-09-04,180.90,181.77,182.20,180.05,4168909
V,2019-09-03,180.52,179.20,181.25,179.10,4644378
V,2019-08-30,181.99,180.82,182.18,179.67,4061275
V,2019-08-29,180.40,181.17,181.39,179.31,4679395
V,2019-08-28,176.99,178.67,178.99,176.03,4409264
V,2019-08-27,178.32,178.38,179.19,176.94,4024304
V,2019-08-26,176.41,177.59,177.67,175.35,7755205
V,2019-08-23,179.55,175.23,180.50,174.24,7053554
V,2019-08-22,181.95,180.09,182.33,178.61,6660275
V,2019-08-21,180.69,180.94,181.69,180.24,3696519
V,2019-08-20,179.43,179.24,180.63,178.49,3794064
V,2019-08-19,180.42,179.74,180.42,178.12,5285814
V,2019-08-16,178.00,178.23,178.75,177.20,8312221
V,2019-08-15,174.26,176.27,177.02,173.52,6698028
V,2019-08-14,176.24,173.51,177.25,173.16,7293455
V,2019-08-13,177.44,176.34,178.65,175.60,17746
V,2019-08-12,177.44,176.34,178.65,175.60,7394391
V,2019-08-09,179.67,179.05,180.10,177.85,5373665
V,2019-08-08,177.46,179.90,179.95,176.57,7602826
V,2019-08-07,171.50,175.32,175.73,170.34,8292806
V,2019-08-06,171.79,172.48,172.95,170.13,10281292
V,2019-08-05,172.01,168.86,173.50,166.98,16858343
V,2019-08-02,178.00,177.42,178.27,174.69,8264575
V,2019-08-01,179.19,179.17,182.40,178.17,8417340
V,2019-07-31,181.79,178.00,182.05,176.06,7981222
V,2019-07-30,182.54,181.53,183.38,181.27,5236595
V,2019-07-29,183.89,183.21,184.07,182.73,4621839
V,2019-07-26,182.41,183.69,183.82,182.21,5056545
V,2019-07-25,183.87,181.59,183.99,181.30,6085782
V,2019-07-24,180.79,183.33,183.43,179.25,8169268
V,2019-07-23,180.89,180.90,181.27,179.06,7192989
V,2019-07-22,179.64,180.57,180.98,179.14,4864405
V,2019-07-19,181.84,179.24,181.84,179.14,5327073
V,2019-07-18,178.63,180.53,180.62,178.58,4738512
V,2019-07-17,179.56,179.15,180.21,179.01,3994229
V,2019-07-16,180.37,179.31,180.88,178.73,6800162
V,2019-07-15,180.56,180.57,181.07,179.94,4490576
V,2019-07-12,181.35,180.33,181.35,178.92,7196717
V,2019-07-11,180.12,180.74,180.94,179.46,6986642
V,2019-07-10,178.58,179.31,180.26,178.58,5110955
V,2019-07-09,175.43,177.73,177.89,175.30,4894250
V,2019-07-08,176.30,176.19,176.61,175.40,6720284
V,2019-07-05,175.86,176.66,177.03,174.51,5840638
V,2019-07-03,176.00,176.87,176.99,175.72,4066632
V,2019-07-02,174.10,175.28,175.32,173.30,5239069
V,2019-07-01,175.33,173.94,175.54,172.74,6121956
V,2019-06-28,171.96,173.55,173.55,170.52,8442697
V,2019-06-27,172.12,171.23,172.40,170.32,5873376
V,2019-06-26,171.39,171.06,172.39,170.82,7129946
V,2019-06-25,174.81,171.28,174.94,170.59,9899898
V,2019-06-24,174.60,173.85,174.73,172.72,5554877
V,2019-06-21,173.27,173.44,174.81,173.16,11728247
V,2019-06-20,172.51,173.74,173.94,171.75,11474071
V,2019-06-19,169.39,170.69,171.20,169.21,6323865
V,2019-06-18,170.65,169.28,170.67,167.55,6969300
V,2019-06-17,169.73,169.56,170.42,169.03,6410155
V,2019-06-14,169.77,169.66,170.64,168.84,4999905
V,2019-06-13,172.14,169.35,172.20,168.72,6901436
V,2019-06-12,170.38,171.59,171.62,169.70,6772048
V,2019-06-11,171.95,170.31,172.18,168.42,6083065
V,2019-06-10,171.84,170.82,172.02,170.51,7565924
V,2019-06-07,168.00,170.05,171.61,167.80,10529165
V,2019-06-06,165.88,166.92,167.40,164.94,13738473
V,2019-06-05,163.50,165.39,165.40,162.69,7769282
V,2019-06-04,160.29,162.33,162.37,158.65,6684794
V,2019-06-03,161.54,158.60,162.83,156.75,8034590
V,2019-05-31,160.91,161.33,162.13,160.56,5079016
V,2019-05-30,162.80,162.76,163.50,161.94,4750610
V,2019-05-29,163.30,162.73,163.50,161.48,6456044
V,2019-05-28,163.40,163.71,165.77,163.33,10202735
V,2019-05-24,162.75,162.64,163.41,161.72,4105718
V,2019-05-23,163.50,161.51,164.25,160.82,6137978
V,2019-05-22,163.60,164.24,165.63,163.45,5416382
V,2019-05-21,164.58,163.86,164.86,163.19,9095674
V,2019-05-20,163.35,163.47,164.74,162.33,4747352
V,2019-05-17,163.29,164.09,165.20,163.20,4582485
V,2019-05-16,163.45,164.87,165.60,162.86,9745459
V,2019-05-15,159.32,162.79,163.16,159.10,7547009
V,2019-05-14,158.10,160.21,161.52,157.94,9756655
V,2019-05-13,157.19,157.33,158.72,156.42,9729964
V,2019-05-10,158.86,160.71,161.40,157.27,5192495
V,2019-05-09,158.86,159.81,159.85,157.17,6813880
V,2019-05-08,159.77,160.76,161.70,159.52,5445899
V,2019-05-07,160.95,160.21,161.78,158.68,6413553
V,2019-05-06,158.21,162.28,162.65,158.20,10442357
V,2019-05-03,162.30,162.04,162.74,161.18,4317836
V,2019-05-02,162.10,161.12,163.08,160.43,6054926
V,2019-05-01,165.54,162.79,165.74,162.75,5248092
V,2019-04-30,164.98,164.43,165.70,163.92,6432714
V,2019-04-29,163.21,164.15,164.50,163.10,10003563
V,2019-04-26,161.26,162.93,163.03,160.40,7525392
V,2019-04-25,160.52,161.02,161.60,158.55,8862480
V,2019-04-24,161.75,161.49,162.03,160.65,7376521
V,2019-04-23,161.00,161.66,161.88,159.87,6522901
V,2019-04-22,159.20,160.40,160.48,159.07,4602806
V,2019-04-18,160.93,160.16,161.10,159.00,7859406
V,2019-04-17,160.87,160.44,161.07,160.31,4609445
V,2019-04-16,161.04,160.23,161.10,159.55,6021579
V,2019-04-15,159.83,160.44,160.48,159.19,8143172
V,2019-04-12,158.71,159.64,159.64,157.86,6745080
V,2019-04-11,159.11,157.86,159.30,157.44,5771697
V,2019-04-10,157.99,158.56,158.78,157.52,3918581
V,2019-04-09,156.56,157.49,157.99,156.47,6364467
V,2019-04-08,157.55,157.75,157.85,156.32,5604889
V,2019-04-05,158.00,157.65,158.63,157.23,4178703
V,2019-04-04,158.53,157.64,158.69,156.53,5100237
V,2019-04-03,158.55,158.46,159.11,157.85,8211733
V,2019-04-02,157.66,157.78,158.15,156.75,6215113
V,2019-04-01,157.53,157.26,157.73,156.55,6420179
V,2019-03-29,155.73,156.19,156.29,154.93,12164689
V,2019-03-28,154.93,154.67,155.08,153.61,16902229
V,2019-03-27,155.47,154.22,155.86,153.36,12253759
V,2019-03-26,153.77,155.30,155.60,153.77,15594356
V,2019-03-25,152.36,153.03,154.06,151.54,7568185
V,2019-03-22,154.99,153.07,155.68,152.85,8120155
V,2019-03-21,153.32,155.80,156.68,153.31,7027220
V,2019-03-20,154.34,153.75,154.87,152.71,6391356
V,2019-03-19,155.95,154.59,155.95,154.14,9236084
V,2019-03-18,155.92,154.96,156.41,154.42,9689378
V,2019-03-15,153.72,155.46,156.82,153.36,20162038
V,2019-03-14,152.56,154.20,154.69,152.30,9364876
V,2019-03-13,152.30,152.47,154.04,152.04,8308885
V,2019-03-12,151.00,151.73,153.14,150.87,9465366
V,2019-03-11,148.11,150.67,150.97,148.02,9361495
V,2019-03-08,145.44,147.35,147.48,144.50,5168083
V,2019-03-07,147.26,146.83,147.81,146.04,8761650
V,2019-03-06,148.00,147.81,148.52,147.42,8186390
V,2019-03-05,148.00,147.95,149.29,147.83,9678771
V,2019-03-04,150.07,147.96,150.19,146.95,6979679
V,2019-03-01,149.46,149.47,149.93,148.38,7016918
V,2019-02-28,147.26,148.12,148.82,147.23,6250470
V,2019-02-27,146.50,147.22,147.49,145.92,9731198
V,2019-02-26,145.20,147.04,147.40,145.02,7332555
V,2019-02-25,146.91,146.06,147.20,145.81,9731222
V,2019-02-22,144.42,145.87,146.28,144.42,9681136
